Year,State,Labor force participation,Unemployment rate,Average household size,Poverty rate,"Number of corruption convictions per 1,000,000 people",Gini coefficient,GDP per capita,Log of GDP per capita,Age,People with less than 9 years of education/people with college degree or above,Black/white,Hispanic/white,Location
2013,Rhode Island,65.5,9.3,2.49,10.7,7.6081,0.47690001,49533.27773,10.8104,39.9,0.189177,0.0860892,0.1820834,northeast
2014,Rhode Island,65.2,7.7,2.47,10,3.79085,0.48269999,49478.32629,10.80929,39.8,0.1883664,0.0903509,0.189527,northeast
2015,Rhode Island,64.8,6,2.49,10.1,2.84011,0.47319999,50178.4033,10.82334,39.7,0.1688273,0.0845035,0.1961974,northeast
2005,South Carolina,64,6.7,2.51,12.5,0,0.46500003,40489.98749,10.60881,37.1,0.2665976,0.4329528,0.049941,south
2006,South Carolina,63.8,6.4,2.52,11.9,0.688413,0.46200001,39418.87336,10.582,37.1,0.2818893,0.4370121,0.0526453,south
2007,South Carolina,63,5.7,2.5,11.2,0.900068,0.45899999,39723.57027,10.5897,37.4,0.2541353,0.434423,0.0577687,south
2008,South Carolina,62.3,6.8,2.55,11.6,1.78579,0.46399999,38971.27051,10.57058,37.6,0.2543898,0.4315282,0.0625076,south
2009,South Carolina,61.7,11.2,2.55,12.9,1.53467,0.46200001,36579.7468,10.50725,37.5,0.2427293,0.4311301,0.0689858,south
2010,South Carolina,60.5,11.2,2.55,13.8,0.431377,0.461,36702.86146,10.51061,37.8,0.2227528,0.4385258,0.077804,south
2011,South Carolina,60.2,10.6,2.57,14.3,2.35081,0.4648,37212.87193,10.52441,38,0.2314516,0.4364333,0.0805949,south
2012,South Carolina,59.8,9.2,2.57,14.1,0.423395,0.4684,37126.26687,10.52208,38.3,0.2068817,0.4332632,0.0827892,south
2013,South Carolina,59.2,7.6,2.58,14.1,1.04716,0.46650001,37475.77488,10.53145,38.6,0.1933264,0.4332207,0.0831439,south
2014,South Carolina,59.2,6.5,2.57,13.2,1.44853,0.46869999,37927.05543,10.54342,38.8,0.1730323,0.4283884,0.0835134,south
2015,South Carolina,59.4,6,2.56,12.1,0.612727,0.4698,38636.00915,10.56194,39,0.1651373,0.4308324,0.0841575,south
2005,South Dakota,73,3.8,2.4,9.7,3.86851,0.45500001,48130.91629,10.78168,37,0.2087625,0.0090574,0.0217772,midwest
2006,South Dakota,72.8,3.1,2.41,8.4,16.6021,0.43900001,46627.69701,10.74995,37.3,0.2223807,0.0076211,0.0229713,midwest
2007,South Dakota,73.2,2.8,2.45,8.9,5.05291,0.42300001,47798.04414,10.77474,37.1,0.2162489,0.0121359,0.0240018,midwest
2008,South Dakota,73,3.1,2.42,8.2,13.6783,0.44600001,49295.59475,10.80559,37.6,0.1708432,0.0109771,0.0273814,midwest
2009,South Dakota,72.2,4.9,2.47,9,9.84757,0.45199999,48907.69378,10.79769,36.8,0.179432,0.0123403,0.0290886,midwest
2010,South Dakota,71.3,5,2.45,9.2,11.0232,0.442,49150.87854,10.80265,37.3,0.1771136,0.0155508,0.0296265,midwest
2011,South Dakota,70.7,4.7,2.44,9.6,9.70777,0.43239999,51928.86083,10.85763,37.1,0.1568762,0.0136583,0.0328635,midwest
2012,South Dakota,70.1,4.3,2.47,8.6,10.7997,0.43349999,52132.30014,10.86154,36.7,0.1618946,0.0186899,0.0354601,midwest
2013,South Dakota,69.4,3.8,2.45,9.2,3.55081,0.4427,51607.89791,10.85143,36.6,0.131929,0.0184406,0.0385606,midwest
2014,South Dakota,69.4,3.4,2.45,9.4,1.17209,0.44679999,51688.98595,10.853,36.6,0.1226916,0.0208995,0.040473,midwest
2015,South Dakota,69.4,3.1,2.43,8.3,6.98919,0.4436,52728.42695,10.87291,36.9,0.1253963,0.0185343,0.0423242,midwest
2005,Tennessee,63,5.6,2.46,12.5,6.00895,0.465,45546.54276,10.72649,37.3,0.3249148,0.2094394,0.0380833,south
2006,Tennessee,64.7,5.2,2.48,12.4,5.74829,0.46799999,44953.32463,10.71338,37.2,0.3504246,0.2154695,0.0401361,south
2007,Tennessee,64.4,4.7,2.49,12,6.80082,0.47099999,43652.24536,10.68401,37.5,0.3263775,0.2156172,0.0445437,south
2008,Tennessee,63.4,6.6,2.49,11.6,3.53989,0.47099999,43767.63954,10.68665,37.7,0.2880301,0.2122003,0.0476204,south
2009,Tennessee,62.7,10.5,2.51,13.1,3.33532,0.46700001,41773.18895,10.64001,37.7,0.2804648,0.2158669,0.0535437,south
2010,Tennessee,62.8,9.7,2.54,13.4,3.3035,0.46799999,41958.65468,10.64444,38,0.2701048,0.2218666,0.0598242,south
2011,Tennessee,62.9,9,2.53,13.7,2.65486,0.4756,42915.57102,10.66699,38.3,0.2585181,0.2221131,0.0614241,south
2012,Tennessee,61.8,7.8,2.54,13.7,4.80155,0.47319999,43945.25791,10.6907,38.2,0.2366908,0.2255287,0.0635747,south
2013,Tennessee,60.6,7.8,2.55,13.3,4.61824,0.47830001,44150.52071,10.69536,38.5,0.2269236,0.2267449,0.0635989,south
2014,Tennessee,59.2,6.6,2.55,13.7,2.90105,0.48109999,44512.26286,10.70352,38.6,0.214332,0.2264101,0.066027,south
2015,Tennessee,59.4,5.6,2.55,12.3,5.15128,0.47889999,45540.6221,10.72636,38.7,0.2061412,0.2266236,0.0680557,south
2005,Texas,66.9,5.4,2.79,14.2,3.02923,0.47500002,50865.99985,10.83695,33.2,0.4127312,0.2210092,0.7251454,south
2006,Texas,66.6,4.9,2.83,13.3,2.09764,0.47400001,51484.70231,10.84904,33.1,0.4242434,0.2366808,0.7414545,south
2007,Texas,65.7,4.3,2.83,12.8,2.30782,0.47299999,53308.44285,10.88385,33.2,0.4138149,0.2383336,0.7540615,south
2008,Texas,65.8,4.8,2.82,12.4,4.60394,0.47400001,52442.88754,10.86748,33.2,0.4100932,0.2420125,0.7721478,south
2009,Texas,65.8,7.6,2.84,13.4,3.99479,0.47400001,51304.30778,10.84553,33.1,0.3985483,0.2474211,0.7924486,south
2010,Texas,65.9,8.1,2.82,13.8,2.81109,0.46900001,51538.78964,10.85009,33.6,0.3748796,0.2602182,0.8352478,south
2011,Texas,65.9,7.8,2.84,14.4,3.4275,0.47710001,52339.15335,10.8655,33.7,0.3600121,0.2622548,0.8526151,south
2012,Texas,65.5,6.7,2.84,14,3.87579,0.47670001,54160.65493,10.89971,33.9,0.3443771,0.2682433,0.8620785,south
2013,Texas,65.3,6.3,2.84,13.6,6.27642,0.48069999,55660.16503,10.92702,34,0.3309998,0.270391,0.8736164,south
2014,Texas,64.9,5.1,2.84,13.4,3.78381,0.48269999,56102.18281,10.93493,34.3,0.3247893,0.2762939,0.8889716,south
2015,Texas,63.8,4.4,2.85,12.2,3.31281,0.48230001,57881.89961,10.96616,34.4,0.3147226,0.2796232,0.9048037,south
2005,Utah,71.6,4.1,3.07,8,2.44129,0.41099998,44965.01401,10.71364,28.5,0.1005815,0.008613,0.1301977,west
2006,Utah,71.8,3,3.08,7.8,0.39596,0.41,46555.94562,10.74841,28.4,0.1186887,0.0100845,0.135442,west
2007,Utah,71.9,2.6,3.11,6.9,2.69464,0.40900001,47063.35727,10.75925,28.4,0.110014,0.0108108,0.1409645,west
2008,Utah,70.9,3.6,3.15,6.6,1.8272,0.41100001,45125.82599,10.71721,28.7,0.1121488,0.0134264,0.1472683,west
2009,Utah,69.2,7.3,3.17,7.8,1.07737,0.414,43378.96825,10.67773,28.9,0.1185684,0.0143494,0.1520386,west
2010,Utah,68.8,7.8,3.1,9.7,0.36017,0.419,44419.77357,10.70144,29.2,0.1052219,0.012868,0.1622812,west
2011,Utah,67.8,6.7,3.13,10.4,0.709919,0.4249,45101.01361,10.71666,29.6,0.1061087,0.0144537,0.1657224,west
2012,Utah,67.8,5.4,3.14,9.6,0.350228,0.4244,45081.62434,10.71623,29.9,0.0984359,0.0139528,0.166498,west
2013,Utah,68.2,4.6,3.17,9.3,1.03417,0.42590001,45469.63411,10.7248,30.2,0.0934431,0.014198,0.1680014,west
2014,Utah,68,3.8,3.16,8.5,0.679601,0.42829999,46175.28605,10.7402,30.5,0.0956294,0.0143841,0.1704032,west
2015,Utah,68.2,3.6,3.17,8.3,0,0.42519999,47180.21925,10.76173,30.6,0.0900449,0.0146031,0.1731313,west
2005,Vermont,70.8,3.5,2.42,7.7,3.2195,0.41199997,44678.60363,10.70725,40.7,0.1183772,0.0048858,0.0090175,northeast
2006,Vermont,71.5,3.7,2.38,6.7,0,0.41999999,43487.98622,10.68024,40.6,0.1093134,0.0079143,0.0111357,northeast
2007,Vermont,70.4,4,2.38,6.4,1.6039,0.428,43141.03883,10.67223,40.6,0.1008689,0.006274,0.0136283,northeast
2008,Vermont,70.3,4.7,2.4,6.5,8.04803,0.43399999,44162.88458,10.69564,41.5,0.1069535,0.0078806,0.0128767,northeast
2009,Vermont,71,6.6,2.38,7.3,0,0.428,43419.76365,10.67867,41.5,0.091955,0.0087325,0.0153043,northeast
2010,Vermont,70.8,6.1,2.34,8.4,3.19509,0.44400001,44908.84286,10.71239,41.5,0.0906505,0.0111241,0.0164252,northeast
2011,Vermont,70.2,5.5,2.34,6.9,7.98173,0.43079999,45868.32176,10.73353,42,0.0778543,0.0088165,0.0155044,northeast
2012,Vermont,69.4,5,2.32,7.4,4.79225,0.43920001,46145.28187,10.73955,42.4,0.0811485,0.0109005,0.0167087,northeast
2013,Vermont,68.4,4.4,2.37,7.8,1.59584,0.45370001,45479.18374,10.72501,42.5,0.0901442,0.0122004,0.0162118,northeast
2014,Vermont,67.6,3.9,2.34,8.7,1.59601,0.44060001,45471.45293,10.72484,42.8,0.0795024,0.010553,0.0184472,northeast
2015,Vermont,67,3.6,2.36,5.8,1.59734,0.4452,46011.19429,10.73664,43.1,0.0759107,0.0136719,0.0178199,northeast
2005,Virginia,68.3,3.6,2.54,7.4,3.29942,0.456,56608.24925,10.94391,37.2,0.1659791,0.2766396,0.0875647,south
2006,Virginia,68.7,3.1,2.55,6.8,6.64605,0.456,55441.84985,10.92309,36.9,0.1709599,0.2870325,0.09113,south
2007,Virginia,68.9,3,2.55,7.1,4.64456,0.456,55367.60752,10.92175,37,0.1612476,0.2882,0.0967577,south
2008,Virginia,69.7,3.9,2.54,7.3,9.52493,0.46000001,54807.37258,10.91158,37.5,0.1678901,0.292983,0.1020979,south
2009,Virginia,68.6,6.7,2.57,7.5,7.86544,0.456,53990.31729,10.89656,37,0.1548335,0.2959802,0.1082515,south
2010,Virginia,67.7,7.1,2.6,7.7,7.72622,0.45899999,54490.95481,10.90579,37.5,0.1599853,0.3020923,0.1212821,south
2011,Virginia,67.5,6.6,2.63,8.2,7.03999,0.4632,54542.74581,10.90674,37.6,0.1372476,0.3035516,0.1245325,south
2012,Virginia,66.9,6.1,2.61,8.6,5.00863,0.46610001,54355.98467,10.90331,37.5,0.1397942,0.3011285,0.1314303,south
2013,Virginia,66.4,5.7,2.62,8.4,6.77933,0.46720001,54060.00974,10.89785,37.6,0.1298495,0.3035353,0.134946,south
2014,Virginia,65.9,5.2,2.62,8.3,4.68396,0.46579999,53508.7248,10.8876,37.7,0.1299845,0.3054698,0.1396204,south
2015,Virginia,64.9,4.5,2.62,7.8,5.72588,0.46810001,54168.77964,10.89986,37.8,0.1219979,0.3078228,0.143784,south
2005,Washington,67.7,5.6,2.51,8.4,2.07757,0.44199997,55864.25449,10.93068,36.7,0.1297528,0.0417025,0.1146761,west
2006,Washington,67.6,5,2.53,8,0.313935,0.44299999,55769.36593,10.92898,36.7,0.1346955,0.043251,0.1187071,west
2007,Washington,68,4.7,2.53,7.8,1.39285,0.44400001,58469.46903,10.97626,37.1,0.1306545,0.0428339,0.1242685,west
2008,Washington,68.4,5.4,2.51,7.7,1.83228,0.442,58385.33358,10.97482,37.3,0.1335284,0.0445367,0.1305927,west
2009,Washington,68.3,9.2,2.55,8.1,0.450167,0.43900001,55930.21322,10.93186,36.9,0.1267714,0.0462903,0.1386212,west
2010,Washington,66.9,10,2.53,9.2,1.18615,0.44100001,56527.92258,10.94249,37.2,0.1328773,0.048915,0.1555615,west
2011,Washington,65.2,9.3,2.54,9.4,1.02488,0.44490001,56783.43927,10.947,37.3,0.1320489,0.0487754,0.1605853,west
2012,Washington,64.6,8.1,2.56,9.3,1.01493,0.44980001,58121.44618,10.97029,37.5,0.1262094,0.0504625,0.1639109,west
2013,Washington,63.7,7,2.58,9.5,0.717215,0.45719999,58975.06462,10.98487,37.4,0.1218487,0.0524797,0.1683594,west
2014,Washington,63.3,6.1,2.58,8.8,0.991287,0.4542,60232.65945,11.00597,37.5,0.1221409,0.0506642,0.173112,west
2015,Washington,63.2,5.6,2.58,7.9,0.697316,0.45609999,61832.22824,11.03218,37.5,0.1148206,0.0525433,0.1773947,west
2005,West Virginia,55.1,5.1,2.39,14,9.33815,0.44,36996.55207,10.51858,40.7,0.4135658,0.0321549,0.0060474,south
2006,West Virginia,56,4.9,2.39,12.7,4.92366,0.447,36533.68534,10.50599,40.7,0.4295388,0.0341907,0.0084032,south
2007,West Virginia,56.2,4.6,2.41,13,1.09048,0.454,36711.30409,10.51084,40.4,0.4049589,0.0366864,0.0113144,south
2008,West Virginia,56.1,4.3,2.36,12.4,3.30675,0.45300001,37415.11327,10.52983,40.6,0.3878328,0.0364144,0.0120271,south
2009,West Virginia,56,7.7,2.37,13.9,2.19807,0.463,37128.12323,10.52213,40.8,0.3749026,0.0331534,0.0127014,south
2010,West Virginia,54.9,8.7,2.43,13.2,4.85444,0.45100001,36917.09493,10.51643,41.2,0.3467037,0.0332811,0.0127421,south
2011,West Virginia,54.3,8.1,2.46,13.7,2.69489,0.47209999,37544.0429,10.53327,41.4,0.3153643,0.0325392,0.0123384,south
2012,West Virginia,54.3,7.5,2.44,12.9,3.77274,0.46380001,37403.51639,10.52952,41.5,0.3009963,0.0356037,0.0137761,south
2013,West Virginia,53.7,6.8,2.44,13.5,5.93215,0.46470001,37835.76128,10.54101,41.7,0.2852279,0.0365593,0.0154801,south
2014,West Virginia,53.2,6.6,2.45,13.1,11.8898,0.45460001,37747.70658,10.53868,41.9,0.2586956,0.0398559,0.0143029,south
2015,West Virginia,52.9,6.7,2.44,13.5,2.71131,0.45809999,37685.85108,10.53704,42.2,0.2281714,0.041828,0.0156651,south
2005,Wisconsin,70.5,4.7,2.42,7,3.60609,0.41999999,48767.52993,10.79482,37.9,0.1529626,0.0658151,0.0524155,midwest
2006,Wisconsin,70.7,4.7,2.42,7.3,2.86859,0.42399999,47956.51779,10.77805,37.6,0.1615147,0.0683397,0.0538939,midwest
2007,Wisconsin,70.9,4.9,2.43,7.1,2.13874,0.428,47831.51448,10.77544,38,0.144936,0.0692813,0.0565313,midwest
2008,Wisconsin,70.4,4.9,2.43,6.7,1.0661,0.426,47021.01931,10.75835,38.2,0.1439579,0.0680617,0.0598469,midwest
2009,Wisconsin,70.2,8.6,2.42,8.2,1.59158,0.43200001,45473.72656,10.72489,38.4,0.1361697,0.0710359,0.0625641,midwest
2010,Wisconsin,69.5,8.7,2.43,9.1,1.23,0.43000001,46536.39623,10.74799,38.5,0.1310647,0.0739401,0.0710134,midwest
2011,Wisconsin,69.1,7.8,2.44,8.8,1.75077,0.43700001,47336.17115,10.76503,38.7,0.1281813,0.0752053,0.0728317,midwest
2012,Wisconsin,68.6,7,2.44,8.9,2.44482,0.44010001,47908.58524,10.77705,38.8,0.1226322,0.0758238,0.074786,midwest
2013,Wisconsin,68.4,6.7,2.44,9.2,2.26374,0.44459999,48093.86975,10.78091,39,0.1110288,0.0755716,0.0765234,midwest
2014,Wisconsin,68.1,5.4,2.43,9,1.56316,0.43970001,48845.62043,10.79642,39.2,0.1038071,0.076912,0.0784053,midwest
2015,Wisconsin,68,4.6,2.42,7.9,1.21289,0.44100001,49428.8727,10.80829,39.4,0.1045244,0.076729,0.0807231,midwest
2005,Wyoming,70.9,3.6,2.42,6.3,15.5595,0.38899997,66880.31783,11.11066,39.1,0.0990071,0.0071581,0.0760063,west
2006,Wyoming,71,3.2,2.42,6.3,0,0.41299999,72866.91689,11.19639,37.5,0.130321,0.0072123,0.0788349,west
2007,Wyoming,71,2.8,2.47,5.2,1.86959,0.43700001,77147.15647,11.25347,36.9,0.1068864,0.0067248,0.0805734,west
2008,Wyoming,71.4,3.1,2.48,5.7,1.87734,0.44100001,80035.85494,11.29023,36.6,0.0981383,0.0122615,0.0891756,west
2009,Wyoming,71.8,6.3,2.48,6.3,3.67465,0.41499999,76038.11449,11.23899,36.7,0.1052103,0.0109945,0.0938523,west
2010,Wyoming,70.4,6.4,2.47,7.2,1.77161,0.42300001,70512.12783,11.16354,36.7,0.1081432,0.0095253,0.104698,west
2011,Wyoming,70.2,5.8,2.49,7.9,8.80037,0.40810001,69338.80603,11.14676,36.8,0.0745843,0.0104491,0.1064826,west
2012,Wyoming,69.3,5.3,2.52,8.5,5.20461,0.41659999,66673.97661,11.10757,36.9,0.0924182,0.0117292,0.1113781,west
2013,Wyoming,68.4,4.7,2.54,8.4,5.14882,0.4183,66083.21102,11.09867,36.6,0.0553023,0.0150612,0.1048026,west
2014,Wyoming,68.1,4.1,2.45,7.4,0,0.42699999,66011.21957,11.09758,36.6,0.0809906,0.0128745,0.1162476,west
2015,Wyoming,67.5,4.3,2.5,6.7,0,0.43740001,67507.90627,11.12,36.5,0.0761805,0.0095949,0.1174139,west
